證券代號,投標開始日,營收成長率,本期淨利成長率,每股盈餘成長率,ROE,前一期ROE,ROE成長率,ROA,前一期ROA,ROA成長率,每股淨值,前一期每股淨值,每股淨值成長率,負債比,前一期負債比,負債比成長率,營業收入,前一期營業收入,本期淨利,前一期本期淨利,每股盈餘,前一期每股盈餘,歸屬於母公司業主之權益合計,前一期歸屬於母公司業主之權益合計,已發行股份總數,前一期已發行股份總數,負債總計,前一期負債總計,資產總計,前一期資產總計
6026,2016-01-07 00:00:00,-1.795,-3.661,-3.448,-0.068,0.024,-3.833,-0.033,0.01,-4.3,10.401,11.142,-0.067,0.521,0.582,-0.105,-103363.0,130013.0,-163310.0,61366.0,-0.71,0.29,2392301.0,2562581.0,230000000.0,230000000.0,2596953.0,3573110.0,4989254.0,6135691.0
